id,abbr,name,publisher,url,rank,type,category
246,ISSTA,International Symposium on Software Testing and Analysis,ACM,https://dblp.org/db/conf/issta/,A,Conference,4
247,OSDI,USENIX Symposium on Operating Systems Design and Implementation,USENIX,https://dblp.org/db/conf/osdi/,A,Conference,4
248,FM,International Symposium on Formal Methods,FME,https://dblp.org/db/conf/fm/,A,Conference,4
249,ECOOP,European Conference on Object-Oriented Programming,AITO,https://dblp.org/db/conf/ecoop/,B,Conference,4
250,ETAPS,European Joint Conferences on Theory and Practice of Software,Springer,https://dblp.org/db/conf/etaps/,B,Conference,4
251,ICPC,IEEE International Conference on Program Comprehension,IEEE,https://dblp.org/db/conf/iwpc/,B,Conference,4
252,RE,IEEE International Requirements Engineering Conference,IEEE,https://dblp.org/db/conf/re/,B,Conference,4
253,CAiSE,International Conference on Advanced Information Systems Engineering,Springer,https://dblp.org/db/conf/caise/,B,Conference,4
254,ICFP,ACM SIGPLAN International Conference on Function Programming,ACM,https://dblp.org/db/conf/icfp/,B,Conference,4
255,LCTES,"ACM SIGPLAN/SIGBED International Conference on Languages, Compilers and Tools for Embedded Systems",ACM,https://dblp.org/db/conf/lctrts/,B,Conference,4
256,MoDELS,ACM/IEEE International Conference on Model Driven EngineeringLanguages and Systems,IEEE/ ACM,https://dblp.org/db/conf/models/,B,Conference,4
257,CP,International Conference on Principles and Practice of Constraint Programming,Springer,https://dblp.org/db/conf/cp/,B,Conference,4
258,ICSOC,International Conference on Service Oriented Computing,Springer,https://dblp.org/db/conf/icsoc/,B,Conference,4
259,SANER,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",IEEE,https://dblp.org/db/conf/wcre/,B,Conference,4
260,ICSME,International Conference on Software Maintenance and Evolution,IEEE,https://dblp.org/db/conf/icsm/,B,Conference,4
261,VMCAI,"International Conference on Verification, Model Checking and Abstract Interpretation",Springer,https://dblp.org/db/conf/vmcai/,B,Conference,4
262,ICWS,IEEE International Conference on Web Services,IEEE,https://dblp.org/db/conf/icws/,B,Conference,4
263,Middleware,International Middleware Conference,ACM/IFIP/ USENIX,https://dblp.org/db/conf/middleware/,B,Conference,4
264,SAS,International Static Analysis Symposium,Springer,https://dblp.org/db/conf/sas/,B,Conference,4
265,ESEM,International Symposium on Empirical Software Engineering and Measurement,IEEE/ ACM,https://dblp.org/db/conf/esem/,B,Conference,4
266,ISSRE,IEEE International Symposium on Software Reliability Engineering,IEEE,https://dblp.org/db/conf/issre/,B,Conference,4
267,HotOS,USENIX Workshop on Hot Topics in Operating Systems,USENIX,https://dblp.org/db/conf/hotos/,B,Conference,4
268,CC,International Conference on Compiler Construction,ACM,https://dblp.org/db/conf/cc/index.html,B,Conference,4
269,PEPM,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,ACM,https://dblp.org/db/conf/pepm/,C,Conference,4
270,PASTE,ACMSIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,ACM,https://dblp.org/db/conf/paste/,C,Conference,4
271,APLAS,Asian Symposium on Programming Languages and Systems,Springer,https://dblp.org/db/conf/aplas/,C,Conference,4
272,APSEC,Asia-Pacific Software Engineering Conference,IEEE,https://dblp.org/db/conf/apsec/,C,Conference,4
273,EASE,International Conference on Evaluation and Assessment in Software Engineering,ACM,https://dblp.org/db/conf/ease/,C,Conference,4
274,ICECCS,International Conference on Engineering of Complex Computer Systems,IEEE,https://dblp.org/db/conf/iceccs/,C,Conference,4
275,ICST,"IEEE International Conference on Software Testing, Verification and Validation",IEEE,https://dblp.org/db/conf/icst/,C,Conference,4
276,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,IEEE,https://dblp.org/db/conf/ispass/,C,Conference,4
277,SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,IEEE,https://dblp.org/db/conf/scam/,C,Conference,4
278,COMPSAC,International Computer Software and Applications Conference,IEEE,https://dblp.org/db/conf/compsac/,C,Conference,4
279,ICFEM,International Conference on Formal Engineering Methods,Springer,https://dblp.org/db/conf/icfem/,C,Conference,4
280,SSE,IEEE International Conference on Software Services Engineering,IEEE,https://dblp.org/db/conf/IEEEscc/,C,Conference,4
281,ICSSP,International Conference on Software and System Process,ACM,https://dblp.org/db/conf/ispw/index.html,C,Conference,4
282,SEKE,International Conference on Software Engineering and Knowledge Engineering,KSI,https://dblp.org/db/conf/seke/,C,Conference,4
283,QRS,"International Conference on Software Quality, Reliability and Security",IEEE,https://dblp.org/db/conf/qrs/,C,Conference,4
284,ICSR,International Conference on Software Reuse,Springer,https://dblp.org/db/conf/icsr/,C,Conference,4
285,ICWE,International Conference on Web Engineering,Springer,https://dblp.org/db/conf/icwe/,C,Conference,4
286,SPIN,International Symposium on Model Checking of Software,Springer,https://dblp.org/db/conf/spin/index.html,C,Conference,4
287,ATVA,International Symposium on Automated Technology for Verification and Analysis,Springer,https://dblp.org/db/conf/atva/,C,Conference,4
288,LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,Springer,https://dblp.org/db/conf/lopstr/,C,Conference,4
289,TASE,Theoretical Aspects of Software Engineering Conference,IEEE,https://dblp.org/db/conf/tase/,C,Conference,4
290,MSR,Mining Software Repositories,IEEE/ ACM,https://dblp.org/db/conf/msr/,C,Conference,4
291,REFSQ,Requirements Engineering: Foundation for Software Quality,Springer,https://dblp.org/db/conf/refsq/,C,Conference,4
292,WICSA,Working IEEE/IFIP Conference on Software Architecture,IEEE,https://dblp.org/db/conf/wicsa/,C,Conference,4
293,Internetware,Asia-Pacific Symposium on Internetware,ACM,https://dblp.org/db/conf/internetware/index.html,C,Conference,4
294,RV,International Conference on Runtime Verification,Springer,https://dblp.org/db/conf/rv/index.html,C,Conference,4
295,MEMOCODE,International Conference on Formal Methods and Models for Co-Design,IEEE/ ACM,https://dblp.org/db/conf/memocode/index.html,C,Conference,4
296,TODS,ACM Transactions on Database Systems,ACM,https://dblp.org/db/journals/tods/,A,Journal,5
297,TOIS,ACM Transactions on Information Systems,ACM,https://dblp.org/db/journals/tois/,A,Journal,5
298,TKDE,IEEE Transactions on Knowledge and Data Engineering,IEEE,https://dblp.org/db/journals/tkde/,A,Journal,5
299,VLDBJ,The VLDB Journal,Springer,https://dblp.org/db/journals/vldb/,A,Journal,5
300,TKDD,ACM Transactions on Knowledge Discovery from Data,ACM,https://dblp.org/db/journals/tkdd/,B,Journal,5
301,TWEB,ACM Transactions on the Web,ACM,https://dblp.org/db/journals/tweb/,B,Journal,5
302,AEI,Advanced Engineering Informatics,Elsevier,https://dblp.org/db/journals/aei/,B,Journal,5
303,DKE,Data & Knowledge Engineering,Elsevier,https://dblp.org/db/journals/dke/,B,Journal,5
304,DMKD,Data Mining and Knowledge Discovery,Springer,https://dblp.org/db/journals/datamine/,B,Journal,5
305,EJIS,European Journal of Information Systems,Springer,https://dblp.org/db/journals/ejis/,B,Journal,5
306,,GeoInformatica,Springer,https://dblp.org/db/journals/geoinformatica/,B,Journal,5
307,IPM,Information Processing and Management,Elsevier,https://dblp.org/db/journals/ipm/,B,Journal,5
308,,Information Sciences,Elsevier,https://dblp.org/db/journals/isci/,B,Journal,5
309,IS,Information Systems,Elsevier,https://dblp.org/db/journals/is/,B,Journal,5
310,JASIST,Journal of the Association for Information Science and Technology,Wiley,https://dblp.org/db/journals/jasis/,B,Journal,5
311,JWS,Journal of Web Semantics,Elsevier,https://dblp.org/db/journals/ws/,B,Journal,5
312,KAIS,Knowledge and Information Systems,Springer,https://dblp.org/db/journals/kais/,B,Journal,5
313,DSE,Data Science and Engineering,CCF/ Springer Nature,https://dblp.org/db/journals/dase/index.html,B,Journal,5
314,DPD,Distributed and Parallel Databases,Springer,https://dblp.org/db/journals/dpd/,C,Journal,5
315,I&M,Information & Management,Elsevier,https://dblp.org/db/journals/iam/,C,Journal,5
316,IPL,Information Processing Letters,Elsevier,https://dblp.org/db/journals/ipl/,C,Journal,5
317,,Discover Computing,Springer,https://dblp.org/db/journals/ir/,C,Journal,5
318,IJCIS,International Journal of Cooperative Information Systems,World Scientific,https://dblp.org/db/journals/ijcis/,C,Journal,5
319,IJGIS,International Journal of Geographical Information Science,Taylor & Francis,https://dblp.org/db/journals/gis/,C,Journal,5
320,IJIS,International Journal of Intelligent Systems,Wiley,https://dblp.org/db/journals/ijis/,C,Journal,5
321,IJKM,International Journal of Knowledge Management,IGI,https://dblp.org/db/journals/ijkm/,C,Journal,5
322,IJSWIS,International Journal on Semantic Web and Information Systems,IGI,https://dblp.org/db/journals/ijswis/,C,Journal,5
323,JCIS,Journal of Computer Information Systems,IACIS,https://dblp.org/db/journals/jcis/,C,Journal,5
324,JDM,Journal of Database Management,IGI-Global,https://dblp.org/db/journals/jdm/,C,Journal,5
325,JGITM,Journal of Global Information Technology Management,Ivy League Publishing,https://dblp.org/db/journals/jgim/index.html,C,Journal,5
326,JIIS,Journal of Intelligent Information Systems,Springer,https://dblp.org/db/journals/jiis/,C,Journal,5
327,JSIS,The Journal of Strategic Information Systems,Elsevier,https://dblp.org/db/journals/jsis/,C,Journal,5
328,TIST,ACM Transactions on Intelligent Systems and Technology,ACM,https://dblp.org/db/journals/tist/index.html,C,Journal,5
329,TORS,ACM Transactions on Recommender Systems,ACM,https://dblp.org/db/journals/tors/index.html,C,Journal,5
330,SIGMOD,ACM SIGMOD Conference,ACM,https://dblp.org/db/conf/sigmod/,A,Conference,5
331,SIGKDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,ACM,https://dblp.org/db/conf/kdd/,A,Conference,5
332,ICDE,IEEE International Conference on Data Engineering,IEEE,https://dblp.org/db/conf/icde/,A,Conference,5
333,SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,ACM,https://dblp.org/db/conf/sigir/,A,Conference,5
334,VLDB,International Conference on Very Large Data Bases,Morgan Kaufmann/ ACM,https://dblp.org/db/conf/vldb/,A,Conference,5
335,CIKM,ACM International Conference on Information and Knowledge Management,ACM,https://dblp.org/db/conf/cikm/,B,Conference,5
336,WSDM,ACM International Conference on Web Search and Data Mining,ACM,https://dblp.org/db/conf/wsdm/,B,Conference,5
337,PODS,ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,ACM,https://dblp.org/db/conf/pods/,B,Conference,5
338,DASFAA,International Conference on Database Systems for Advanced Applications,Springer,https://dblp.org/db/conf/dasfaa/,B,Conference,5
339,ECML-PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,Springer,https://dblp.org/db/conf/ecml/https://dblp.org/db/conf/pkdd/,B,Conference,5
340,ISWC,IEEE International Semantic Web Conference,IEEE,https://dblp.org/db/conf/semweb/,B,Conference,5
341,ICDM,IEEE International Conference on Data Mining,IEEE,https://dblp.org/db/conf/icdm/,B,Conference,5
342,ICDT,International Conference on Database Theory,Springer,https://dblp.org/db/conf/icdt/,B,Conference,5
343,EDBT,International Conference on Extending Database Technology,Springer,https://dblp.org/db/conf/edbt/,B,Conference,5
344,CIDR,Conference on Innovative Data Systems Research,Online Proceeding,https://dblp.org/db/conf/cidr/,B,Conference,5
345,SDM,SIAM International Conference on Data Mining,SIAM,https://dblp.org/db/conf/sdm/,B,Conference,5
346,RecSys,ACM Conference on Recommender Systems,ACM,https://dblp.org/db/conf/recsys/index.html,B,Conference,5
347,WISE,Web Information Systems Engineering Conference,Springer,https://dblp.org/db/conf/wise/,B,Conference,5
348,APWeb,Asia Pacific Web Conference,Springer,https://dblp.org/db/conf/apweb/,C,Conference,5
349,DEXA,International Conference on Database and Expert System Applications,Springer,https://dblp.org/db/conf/dexa/,C,Conference,5
350,ECIR,European Conference on Information Retrieval,Springer,https://dblp.org/db/conf/ecir/,C,Conference,5
351,ESWC,Extended Semantic Web Conference,Springer,https://dblp.org/db/conf/esws/,C,Conference,5
352,WebDB,International Workshop on Web and Databases,ACM,https://dblp.org/db/conf/webdb/,C,Conference,5
353,ER,International Conference on Conceptual Modeling,Springer,https://dblp.org/db/conf/er/,C,Conference,5
354,MDM,International Conference on Mobile Data Management,IEEE,https://dblp.org/db/conf/mdm/,C,Conference,5
355,SSDBM,International Conference on Scientific and Statistical Database Management,IEEE,https://dblp.org/db/conf/ssdbm/,C,Conference,5
356,WAIM,International Conference on Web Age Information Management,Springer,https://dblp.org/db/conf/waim/,C,Conference,5
357,SSTD,International Symposium on Spatial and Temporal Databases,Springer,https://dblp.org/db/conf/ssd/index.html,C,Conference,5
358,PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,Springer,https://dblp.org/db/conf/pakdd/,C,Conference,5
359,ADMA,International Conference on Advanced Data Mining and Applications,Springer,https://dblp.org/db/conf/adma/index.html,C,Conference,5
360,WISA,Web Information Systems and Applications,Springer,https://dblp.org/db/conf/IEEEwisa/index.html,C,Conference,5
361,TIT,IEEE Transactions on Information Theory,IEEE,https://dblp.org/db/journals/tit/,A,Journal,6
362,IANDC,Information and Computation,Elsevier,https://dblp.org/db/journals/iandc/,A,Journal,6
363,SICOMP,SIAM Journal on Computing,SIAM,https://dblp.org/db/journals/siamcomp/,A,Journal,6
364,TALG,ACM Transactions on Algorithms,ACM,https://dblp.org/db/journals/talg/,B,Journal,6
365,TOCL,ACM Transactions on Computational Logic,ACM,https://dblp.org/db/journals/tocl/,B,Journal,6
366,TOMS,ACM Transactions on Mathematical Software,ACM,https://dblp.org/db/journals/toms/,B,Journal,6
367,Algorithmica,Algorithmica,Springer,https://dblp.org/db/journals/algorithmica/,B,Journal,6
368,CC,Computational Complexity,Springer,https://dblp.org/db/journals/cc/,B,Journal,6
369,FAC,Formal Aspects of Computing,Springer,https://dblp.org/db/journals/fac/,B,Journal,6
370,FMSD,Formal Methods in System Design,Springer,https://dblp.org/db/journals/fmsd/,B,Journal,6
371,INFORMS,INFORMS Journal on Computing,INFORMS,https://dblp.org/db/journals/informs/,B,Journal,6
372,JCSS,Journal of Computer and System Sciences,Elsevier,https://dblp.org/db/journals/jcss/,B,Journal,6
373,JGO,Journal of Global Optimization,Springer,https://dblp.org/db/journals/jgo/,B,Journal,6
374,JSC,Journal of Symbolic Computation,Elsevier,https://dblp.org/db/journals/jsc/,B,Journal,6
375,MSCS,Mathematical Structures in Computer Science,Cambridge University Press,https://dblp.org/db/journals/mscs/,B,Journal,6
376,TCS,Theoretical Computer Science,Elsevier,https://dblp.org/db/journals/tcs/,B,Journal,6
377,ACTA,Acta Informatica,Springer,https://dblp.org/db/journals/acta/,C,Journal,6
378,APAL,Annals of Pure and Applied Logic,Elsevier,https://dblp.org/db/journals/apal/,C,Journal,6
379,DAM,Discrete Applied Mathematics,Elsevier,https://dblp.org/db/journals/dam/,C,Journal,6
380,FUIN,Fundamenta Informaticae,IOS Press,https://dblp.org/db/journals/fuin/,C,Journal,6
381,IPL,Information Processing Letters,Elsevier,https://dblp.org/db/journals/ipl/,C,Journal,6
382,JCOMPLEXITY,Journal of Complexity,Elsevier,https://dblp.org/db/journals/jc/,C,Journal,6
383,LOGCOM,Journal of Logic and Computation,Oxford University Press,https://dblp.org/db/journals/logcom/,C,Journal,6
384,JSL,Association for Symbolic Logic,The Journal of Symbolic Logic,https://dblp.org/db/journals/jsyml/,C,Journal,6
385,LMCS,Logical Methods in Computer Science,LMCS,https://dblp.org/db/journals/lmcs/,C,Journal,6
386,SIDMA,SIAM Journal on Discrete Mathematics,SIAM,https://dblp.org/db/journals/siamdm/,C,Journal,6
387,,Theory of Computing Systems,Springer,https://dblp.org/db/journals/mst/,C,Journal,6
388,TQC,ACM Transactions in Quantum Computing,ACM,https://dblp.org/db/journals/tqc/index.html,C,Journal,6
389,STOC,ACM Symposium on the Theory of Computing,ACM,https://dblp.org/db/conf/stoc/,A,Conference,6
390,SODA,ACM-SIAM Symposium on Discrete Algorithms,SIAM,https://dblp.org/db/conf/soda/,A,Conference,6
391,CAV,International Conference on Computer Aided Verification,Springer,https://dblp.org/db/conf/cav/,A,Conference,6
392,FOCS,IEEE Annual Symposium on Foundations of Computer Science,IEEE,https://dblp.org/db/conf/focs/,A,Conference,6
393,LICS,ACM/IEEE Symposium on Logic in Computer Science,IEEE,https://dblp.org/db/conf/lics/,A,Conference,6
394,SoCG,International Symposium on Computational Geometry,ACM,https://dblp.org/db/conf/compgeom/index.html,B,Conference,6
395,ESA,European Symposium on Algorithms,Springer,https://dblp.org/db/conf/esa/,B,Conference,6
396,CCC,Conference on Computational Complexity,IEEE,https://dblp.org/db/conf/coco/,B,Conference,6
397,ICALP,"International Colloquium on Automata, Languages and Programming",Springer,https://dblp.org/db/conf/icalp/,B,Conference,6
398,CADE,Conference on Automated Deduction,Springer,https://dblp.org/db/conf/cade/,B,Conference,6
399,CONCUR,International Conference on Concurrency Theory,Springer,https://dblp.org/db/conf/concur/,B,Conference,6
400,HSCC,International Conference on Hybrid Systems: Computation and Control,Springer/ ACM,https://dblp.org/db/conf/hybrid/,B,Conference,6
401,SAT,International Conference on Theory and Applications of Satisfiability Testing,Springer,https://dblp.org/db/conf/sat/,B,Conference,6
402,COCOON,International Computing and Combinatorics Conference,Springer,https://dblp.org/db/conf/cocoon/index.html,B,Conference,6
403,FMCAD,Formal Methods in Computer-Aided Design,ACM,https://dblp.org/db/conf/fmcad/,B,Conference,6
404,CSL,Computer Science Logic,Springer,https://dblp.org/db/conf/csl/,C,Conference,6
405,FSTTCS,Foundations of Software Technology and Theoretical Computer Science,Indian Association for Research in Computing Science,https://dblp.org/db/conf/fsttcs/,C,Conference,6
406,DSAA,IEEE International Conference on Data Science and Advanced Analytics,IEEE,https://dblp.org/db/conf/dsaa/,C,Conference,6
407,ICTAC,International Colloquium on Theoretical Aspects of Computing,Springer,https://dblp.org/db/conf/ictac/,C,Conference,6
408,IPCO,International Conference on Integer Programming and Combinatorial Optimization,Springer,https://dblp.org/db/conf/ipco/,C,Conference,6
409,FSCD,International Conference on Formal Structures for Computation and Deduction,Dagstuhl Leibniz LIPIcs,https://dblp.org/db/conf/rta/,C,Conference,6
410,ISAAC,International Symposium on Algorithms and Computation,Springer,https://dblp.org/db/conf/isaac/,C,Conference,6
411,MFCS,International Conference on Mathematical Foundations of Computer Science,Springer,https://dblp.org/db/conf/mfcs/,C,Conference,6
412,STACS,Symposium on Theoretical Aspects of Computer Science,Springer,https://dblp.org/db/conf/stacs/,C,Conference,6
413,SETTA,"International Symposium on Software Engineering: Theories, Tools, and Applications",Springer,https://dblp.org/db/conf/setta/index.html,C,Conference,6
414,TOG,ACM Transactions on Graphics,ACM,https://dblp.org/db/journals/tog/,A,Journal,7
415,TIP,IEEE Transactions on Image Processing,IEEE,https://dblp.org/db/journals/tip/,A,Journal,7
416,TVCG,IEEE Transactions on Visualization and Computer Graphics,IEEE,https://dblp.org/db/journals/tvcg/,A,Journal,7
417,TMM,IEEE Transactions on Multimedia,IEEE,https://dblp.org/db/journals/tmm/,A,Journal,7
418,TOMM,"ACM Transactions on Multimedia Computing, Communications and Applications",ACM,https://dblp.org/db/journals/tomccap/,B,Journal,7
419,CAGD,Computer Aided Geometric Design,Elsevier,https://dblp.org/db/journals/cagd/,B,Journal,7
420,CGF,Computer Graphics Forum,Wiley,https://dblp.org/db/journals/cgf/,B,Journal,7
421,CAD,Computer-Aided Design,Elsevier,https://dblp.org/db/journals/cad/,B,Journal,7
422,TCSVT,IEEE Transactions on Circuits and Systems for Video Technology,IEEE,https://dblp.org/db/journals/tcsv/,B,Journal,7
423,JASA,The Journal of the Acoustical Society of America,AIP,http://scitation.aip.org/content/asa/journal/jasa,B,Journal,7
424,SIIMS,SIAM Journal on Imaging Sciences,SIAM,https://dblp.org/db/journals/siamis/,B,Journal,7
425,SPECOM,Speech Communication,Elsevier,https://dblp.org/db/journals/speech/,B,Journal,7
426,CVMJ,清华大学出版社/IEEE,Computational Visual Media,https://dblp.org/db/journals/cvm/index.html,B,Journal,7
427,CGTA,Computational Geometry: Theory and Applications,Elsevier,https://dblp.org/db/journals/comgeo/,C,Journal,7
428,CAVW,Computer animation & virtual worlds,Wiley,https://dblp.org/db/journals/jvca/index.html,C,Journal,7
429,C&G,Computers & Graphics,Elsevier,https://dblp.org/db/journals/cg/,C,Journal,7
430,DCG,Discrete & Computational Geometry,Springer,https://dblp.org/db/journals/dcg/,C,Journal,7
431,SPL,IEEE Signal Processing Letters,IEEE,https://dblp.org/db/journals/spl/,C,Journal,7
432,IET-IPR,IET Image Processing,IET,https://dblp.org/db/journals/iet-ipr/,C,Journal,7
433,JVCIR,Journal of Visual Communication and Image Representation,Elsevier,https://dblp.org/db/journals/jvcir/,C,Journal,7
434,MS,Multimedia Systems,Springer,https://dblp.org/db/journals/mms/,C,Journal,7
435,MTA,Multimedia Tools and Applications,Springer,https://dblp.org/db/journals/mta/,C,Journal,7
436,SIGPRO,Signal Processing,Elsevier,https://dblp.org/db/journals/sigpro/,C,Journal,7
437,IMAGE,Signal Processing: Image Communication,Elsevier,https://dblp.org/db/journals/spic/,C,Journal,7
438,TVC,The Visual Computer,Springer,https://dblp.org/db/journals/vc/,C,Journal,7
439,VI,Visual Informatics,浙江大学出版社,https://dblp.org/db/journals/vi/index.html,C,Journal,7
440,VRIH,Virtual Reality & Intelligent Hardware,中国科技出 版社/北京航 空航天大学,https://dblp.org/db/journals/vrih/index.html,C,Journal,7
441,GMOD,Graphical Models,Elsevier,https://dblp.org/db/journals/cvgip/,C,Journal,7
442,ACM MM,ACM International Conference on Multimedia,ACM,https://dblp.org/db/conf/mm/,A,Conference,7
443,SIGGRAPH,ACM Special Interest Group on Computer Graphics,ACM,https://dblp.org/db/conf/siggraph/index.html,A,Conference,7
444,VR,IEEE Conference on Virtual Reality and 3D User Interfaces,IEEE,https://dblp.org/db/conf/vr/,A,Conference,7
445,IEEE VIS,IEEE Visualization Conference,IEEE,https://dblp.org/db/conf/visualization/index.html,A,Conference,7
446,ICMR,ACM SIGMM International Conference on Multimedia Retrieval,ACM,https://dblp.org/db/conf/mir/,B,Conference,7
447,I3D,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,ACM,https://dblp.org/db/conf/si3d/,B,Conference,7
448,SCA,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,ACM,https://dblp.org/db/conf/sca/index.html,B,Conference,7
449,DCC,Data Compression Conference,IEEE,https://dblp.org/db/conf/dcc/,B,Conference,7
450,Eurographics,Annual Conference of the European Association for Computer Graphics,Wiley/ Blackwell,https://dblp.org/db/conf/eurographics/,B,Conference,7
451,EuroVis,Eurographics Conference on Visualization,ACM,https://dblp.org/db/conf/vissym/,B,Conference,7
452,SGP,Eurographics Symposium on Geometry Processing,Wiley/ Blackwell,https://dblp.org/db/conf/sgp/,B,Conference,7
453,EGSR,Eurographics Symposium on Rendering,Wiley/ Blackwell,https://dblp.org/db/conf/rt/,B,Conference,7
454,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",IEEE,https://dblp.org/db/conf/icassp/,B,Conference,7
455,ICME,IEEE International Conference on Multimedia & Expo,IEEE,https://dblp.org/db/conf/icmcs/,B,Conference,7
456,ISMAR,International Symposium on Mixed and Augmented Reality,IEEE/ ACM,https://dblp.org/db/conf/ismar/,B,Conference,7
457,PG,Pacific Conference onComputer Graphics and Applications,Wiley/ Blackwell,https://dblp.org/db/conf/pg/index.html,B,Conference,7
458,SPM,Symposium on Solid and Physical Modeling,SMA/ Elsevier,https://dblp.org/db/conf/sma/,B,Conference,7
459,INTER-SPEECH,Conference of the International Speech Communication Association,ISCA,https://dblp.org/db/conf/interspeech/index.html,B,Conference,7
460,VRST,ACM Symposium on Virtual Reality Software and Technology,ACM,http://dblp2.uni-trier.de/db/conf/vrst/,C,Conference,7
461,CASAXR,"International Conference on Computer Animation, Social Agents, and Extended Reality",Wiley,https://dblp.org/db/conf/ca/,C,Conference,7
462,CGI,Computer Graphics International,Springer,https://dblp.org/db/conf/cgi/,C,Conference,7
463,GMP,Geometric Modeling and Processing,Elsevier,https://dblp.org/db/conf/gmp/,C,Conference,7
464,PacificVis,IEEE Pacific Visualization Symposium,IEEE,https://dblp.org/db/conf/apvis/,C,Conference,7
465,3DV,International Conference on 3D Vision,IEEE,https://dblp.org/db/conf/3dim/,C,Conference,7
466,CAD/Graphics,International Conference on Computer-Aided Design and Computer Graphics Processing,IEEE,https://dblp.org/db/conf/cadgraphics/,C,Conference,7
467,ICIP,IEEE International Conference on Image Processing,IEEE,https://dblp.org/db/conf/icip/,C,Conference,7
468,MMM,International Conference on Multimedia Modeling,Springer,https://dblp.org/db/conf/mmm/index.html,C,Conference,7
469,MMAsia,ACM Multimedia Asia,ACM,https://dblp.org/db/conf/mmasia/index.html,C,Conference,7
470,SMI,Shape Modeling International,IEEE,https://dblp.org/db/conf/smi/,C,Conference,7
471,CVM,Computational Visual Media,Tsinghua University,https://dblp.org/db/conf/cvm/index.html,C,Conference,7
472,PRCV,Chinese Conference on Pattern Recognition and Computer Vision,Springer,https://dblp.org/db/conf/prcv/index.html,C,Conference,7
473,ICIG,International Conference on Image and Graphics,Springer,https://dblp.org/db/conf/icig/index.html,C,Conference,7
474,NCMMSC,National Conference on Man-Machine Speech Communication,CCF/中国中 文信息学会,https://dblp.org/search?q=NCMMSC,C,Conference,7
475,ASRU,Automatic Speech Recognition and Understanding Workshop,IEEE SLTC,https://dblp.org/db/conf/asru/index.html,C,Conference,7
476,SLT,Spoken Language Technology,IEEE SLTC,https://dblp.org/db/conf/slt/index.html,C,Conference,7
477,AI,Artificial Intelligence,Elsevier,https://dblp.org/db/journals/ai/,A,Journal,8
478,TPAMI,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE,https://dblp.org/db/journals/pami/,A,Journal,8
479,IJCV,International Journal of Computer Vision,Springer,https://dblp.org/db/journals/ijcv/,A,Journal,8
480,JMLR,Journal of Machine Learning Research,MIT Press,https://dblp.org/db/journals/jmlr/,A,Journal,8
481,TAP,ACM Transactions on Applied Perception,ACM,https://dblp.org/db/journals/tap/,B,Journal,8
482,AAMAS,Autonomous Agents and Multi-Agent Systems,Springer,https://dblp.org/db/journals/aamas/,B,Journal,8
483,,Computational Linguistics,MIT Press,https://dblp.org/db/journals/coling/,B,Journal,8
484,CVIU,Computer Vision and Image Understanding,Elsevier,https://dblp.org/db/journals/cviu/,B,Journal,8
485,DKE,Data & Knowledge Engineering,Elsevier,https://dblp.org/db/journals/dke/index.html,B,Journal,8
486,,Evolutionary Computation,MIT Press,https://dblp.org/db/journals/ec/,B,Journal,8
487,TAC,IEEE Transactions on Affective Computing,IEEE,https://dblp.org/db/journals/taffco/,B,Journal,8
488,TASLP,"IEEE Transactions on Audio, Speech and Language Processing",IEEE,https://dblp.org/db/journals/taslp/,B,Journal,8
489,,IEEE Transactions on Cybernetics,IEEE,https://dblp.org/db/journals/tcyb/,B,Journal,8
490,TEC,IEEE Transactions on Evolutionary Computation,IEEE,https://dblp.org/db/journals/tec/,B,Journal,8
491,TFS,IEEE Transactions on Fuzzy Systems,IEEE,https://dblp.org/db/journals/tfs/,B,Journal,8
492,TNNLS,IEEE Transactions on Neural Networks and learning systems,IEEE,https://dblp.org/db/journals/tnn/,B,Journal,8
493,IJAR,International Journal of Approximate Reasoning,Elsevier,https://dblp.org/db/journals/ijar/,B,Journal,8
494,JAIR,Journal of Artificial Intelligence Research,AAAI,https://dblp.org/db/journals/jair/index.html,B,Journal,8
495,,Journal of Automated Reasoning,Springer,https://dblp.org/db/journals/jar/,B,Journal,8
496,JSLHR,"Journal of Speech, Language, and Hearing Research",American Speech- Language Hearing Association,http://jslhr.pubs.asha.org/,B,Journal,8
497,,Machine Learning,Springer,https://dblp.org/db/journals/ml/,B,Journal,8
498,,Neural Computation,MIT Press,https://dblp.org/db/journals/neco/,B,Journal,8
499,,Neural Networks,Elsevier,https://dblp.org/db/journals/nn/,B,Journal,8
